geoid,intptlat,intptlon,geometry
10100US060730203061002,33.1330151,-117.1267468,POINT (-117.1267467809123 33.13301510730408)
10100US060730191013116,33.3213726,-117.1063803,POINT (-117.1063803220105 33.32137264764133)
10100US060730191013124,33.3203313,-117.1027614,POINT (-117.1027613727602 33.32033131056363)
10100US060730191013125,33.3183007,-117.1028676,POINT (-117.1028676442246 33.31830065238706)
10100US060730191013027,33.3309004,-117.1063055,POINT (-117.1063055241487 33.330900426068)
10100US060730191013031,33.327071,-117.1075059,POINT (-117.1075059348192 33.32707096097591)
10100US060730133102028,32.6362915,-116.9832788,POINT (-116.9832788607369 32.63629156720923)
10100US060730133102044,32.628708,-116.983825,POINT (-116.9847363686631 32.62894692599222)
10100US060730221001007,33.1413194,-117.2992868,POINT (-117.2992868075176 33.14131936971046)
10100US060730133131113,32.5919665,-117.0045858,POINT (-117.0041254459835 32.59165206352045)
10100US060730133121010,32.5999398,-117.0299637,POINT (-117.0299637262198 32.59993980315419)
10100US060730133121008,32.5984769,-117.0316257,POINT (-117.0316256960632 32.59847695754844)
10100US060730132063019,32.6023345,-117.0750961,POINT (-117.0750960628149 32.60233452909767)
10100US060730133141154,32.6415064,-116.9477076,POINT (-116.9477076475218 32.64150638194054)
10100US060730133141088,32.6402144,-116.9500203,POINT (-116.9500203181907 32.64021440065282)
10100US060730133112008,32.644908,-116.9570183,POINT (-116.9561569940398 32.64402250238015)
10100US060730188022019,33.3309134,-117.2034149,POINT (-117.2034150793231 33.33091351363992)
10100US060730190011086,33.4238297,-117.3223976,POINT (-117.3223975935312 33.42382972009136)
10100US060730190011047,33.4295798,-117.2560186,POINT (-117.2560186173867 33.42957978623822)
10100US060730188022020,33.3303551,-117.2064509,POINT (-117.2064509372391 33.33035512664951)
10100US060730029042008,32.7702983,-117.0667119,POINT (-117.0667118707517 32.77029827177405)
10100US060730029042009,32.7692483,-117.0639591,POINT (-117.0639590768387 32.76924829381218)
10100US060730029042000,32.7747946,-117.0671918,POINT (-117.0671918399746 32.77479456119818)
10100US060730029042002,32.7728508,-117.068276,POINT (-117.0682759891879 32.77285076520494)
10100US060730029041006,32.772389,-117.063973,POINT (-117.0639730267236 32.77238903193896)
10100US060730029041017,32.7724289,-117.0623621,POINT (-117.0623621007467 32.77242895538584)
10100US060730029041009,32.7740758,-117.0590583,POINT (-117.0590582788991 32.77407584507985)
10100US060730029041011,32.7747494,-117.0596077,POINT (-117.0596076914178 32.77474939801908)
10100US060730029041013,32.7732847,-117.0594978,POINT (-117.0594977760762 32.77328471408622)
10100US060730029041002,32.77781,-117.0664992,POINT (-117.0664991813216 32.77780997390093)
10100US060730029041005,32.7753563,-117.0653262,POINT (-117.065326243157 32.77535631156347)
10100US060730031031002,32.7115682,-117.0392964,POINT (-117.0392964422933 32.71156822555428)
10100US060730031013012,32.693177,-117.0829712,POINT (-117.0829711527388 32.69317699942687)
10100US060730188022017,33.3361875,-117.1962407,POINT (-117.1962408012329 33.33618758403851)
10100US060730188022012,33.3409802,-117.1955306,POINT (-117.1955306836235 33.34098015324036)
10100US060730190011051,33.440512,-117.2849822,POINT (-117.2849822003651 33.4405119679647)
10100US060730188022018,33.340596,-117.2036935,POINT (-117.20369350207 33.34059595496518)
10100US060730188022009,33.335716,-117.2128791,POINT (-117.2128791568512 33.33571615843)
10100US060730188022023,33.3282585,-117.2160115,POINT (-117.2160115317826 33.32825852544313)
10100US060730031013010,32.6940496,-117.0840824,POINT (-117.0840824481679 32.69404959922968)
10100US060730031013009,32.6947677,-117.0842881,POINT (-117.0842880868498 32.6947677189542)
10100US060730187001382,33.3125141,-117.3387522,POINT (-117.3387521140973 33.31251416014511)
10100US060730031013008,32.6953236,-117.0830825,POINT (-117.083082491176 32.69532357254028)
10100US060730071002036,32.7121676,-117.2430408,POINT (-117.2430407558419 32.71216765959914)
10100US060730207071010,33.1061442,-117.0715597,POINT (-117.0715597435492 33.1061442455679)
10100US060730071002053,32.7116191,-117.2470372,POINT (-117.2470372026752 32.71161910887988)
10100US060730071002048,32.7134706,-117.2463757,POINT (-117.2463757476351 32.71347057366156)
10100US060730071002049,32.7147996,-117.2460339,POINT (-117.2460339283416 32.71479963665761)
10100US060730071002043,32.7178388,-117.2451953,POINT (-117.24519525696 32.71783875401182)
10100US060730071002037,32.7159415,-117.2436601,POINT (-117.2436601106743 32.7159415528271)
10100US060730071002033,32.7178202,-117.2424006,POINT (-117.242400582598 32.71782025624543)
10100US060730071002034,32.7183119,-117.2402391,POINT (-117.2402390814342 32.71831188929597)
10100US060730027023007,32.7538945,-117.0778405,POINT (-117.0778405221015 32.75389448945398)
10100US060730027023008,32.7538431,-117.0789673,POINT (-117.0789672900354 32.75384309028108)
10100US060730026022002,32.7393196,-117.0952283,POINT (-117.0952283445385 32.73931962413332)
10100US060730026022005,32.7354061,-117.094204,POINT (-117.0942040336308 32.73540613744048)
10100US060730026022000,32.7380302,-117.0932671,POINT (-117.093267116288 32.73803022967541)
10100US060730026023001,32.7342251,-117.0988617,POINT (-117.0988617447676 32.73422507849484)
10100US060730026023003,32.7342176,-117.1000367,POINT (-117.1000367436492 32.73421763000484)
10100US060730026021001,32.7371443,-117.0982836,POINT (-117.0982835597052 32.73714427272702)
10100US060730026021000,32.7393186,-117.0971406,POINT (-117.0971405632578 32.73931862943805)
10100US060730133102039,32.6352664,-116.9873113,POINT (-116.9873113778548 32.63526640840905)
10100US060730133111007,32.6319873,-116.9508255,POINT (-116.9508255174079 32.63198733699191)
10100US060730133111013,32.6304258,-116.9530997,POINT (-116.9530996561966 32.63042576256509)
10100US060730133111016,32.6301793,-116.956079,POINT (-116.9560790310226 32.63017929523788)
10100US060730133114009,32.6332621,-116.9597559,POINT (-116.9597559072121 32.63326215473454)
10100US060730133111018,32.6397806,-116.9653958,POINT (-116.9653957873872 32.63978058848391)
10100US060730133111009,32.6393835,-116.9650921,POINT (-116.9650920892009 32.63938348823989)
10100US060730108001006,32.6905686,-117.1803364,POINT (-117.1803363775871 32.69056864891795)
10100US060730085032009,32.8209126,-117.2048635,POINT (-117.2048635277517 32.82091256096709)
10100US060730085032008,32.8231681,-117.2059133,POINT (-117.2059132991636 32.82316811449828)
10100US060730085032012,32.819093,-117.2036399,POINT (-117.2036398612519 32.81909297853195)
10100US060730200152001,33.10182,-117.2239347,POINT (-117.2239346666667 33.10182)
10100US060730085033011,32.8155877,-117.2014762,POINT (-117.2014761598738 32.81558771224569)
10100US060730091022005,32.8027761,-117.1965963,POINT (-117.1965963128079 32.8027761374665)
10100US060730091022007,32.8007598,-117.1957361,POINT (-117.1957361422821 32.80075981569244)
10100US060730001001035,32.7509785,-117.1818061,POINT (-117.1818061254382 32.75097846643168)
10100US060730001001021,32.7549205,-117.1807112,POINT (-117.1807112492026 32.75492052822216)
10100US060730002011038,32.7513101,-117.1747891,POINT (-117.174789071045 32.75131008003853)
10100US060730001001034,32.7515344,-117.178838,POINT (-117.1788379921477 32.751534411418)
10100US060730001001019,32.7525045,-117.1794001,POINT (-117.1794000670035 32.75250444933672)
10100US060730200291003,33.1469918,-117.1972879,POINT (-117.1972879080568 33.14699183533596)
10100US060730200291002,33.1455134,-117.196318,POINT (-117.1963179884821 33.14551344264012)
10100US060730090002007,32.7779226,-117.1850795,POINT (-117.1850795424275 32.77792259868558)
10100US060730002021009,32.7422793,-117.1773279,POINT (-117.1773279157242 32.74227934381983)
10100US060730091071027,32.7678656,-117.1929886,POINT (-117.1929886332998 32.76786559799693)
10100US060730091071010,32.7677316,-117.1897473,POINT (-117.1897473386062 32.76773158313263)
10100US060730091071015,32.7691478,-117.1903402,POINT (-117.1903401982248 32.76914781665144)
10100US060730091071029,32.7675699,-117.1944075,POINT (-117.1944075166009 32.7675698890747)
10100US060730091071005,32.7680659,-117.1882643,POINT (-117.188264257208 32.76806585192965)
10100US060730091071011,32.7673882,-117.191262,POINT (-117.1912620258349 32.76738816896886)
10100US060730091071001,32.7695433,-117.188503,POINT (-117.1885029632902 32.76954333439792)
10100US060730001001011,32.7582607,-117.1885305,POINT (-117.1885304845951 32.75826065997823)
10100US060730065002039,32.7507309,-117.1945497,POINT (-117.1945496513725 32.75073089268111)
10100US060730085055009,32.8367874,-117.1882687,POINT (-117.1882687374201 32.83678739449067)
10100US060730203092007,33.134299,-117.1017365,POINT (-117.1017365086299 33.13429896371276)
10100US060730203092006,33.1376576,-117.1009732,POINT (-117.1009732172051 33.13765757989117)
10100US060730203092005,33.1362092,-117.1020727,POINT (-117.1020726633661 33.13620924854214)
10100US060730203092004,33.1372053,-117.103126,POINT (-117.1031259737228 33.1372054047895)
10100US060730203092002,33.1447984,-117.1042491,POINT (-117.1042490597881 33.14479841372797)
10100US060730203091036,33.1311682,-117.1169217,POINT (-117.1169217659703 33.13116822300057)
10100US060730203091039,33.130374,-117.1174775,POINT (-117.1174775532822 33.13037402921871)
10100US060730203091043,33.1303692,-117.112379,POINT (-117.112379011804 33.13036915306637)
10100US060730203091044,33.130557,-117.1105855,POINT (-117.110585454974 33.13055695665037)
10100US060730203091053,33.1275221,-117.1071829,POINT (-117.1071828664101 33.127522109551)
10100US060730203091054,33.1272504,-117.1084047,POINT (-117.1084047324366 33.12725040482293)
10100US060730189041010,33.3776548,-117.2587607,POINT (-117.258760668613 33.37765482696101)
10100US060730203091051,33.1286153,-117.1107851,POINT (-117.11078511153 33.12861527060512)
10100US060730203091047,33.1302252,-117.1061121,POINT (-117.1061120682571 33.13022523790718)
10100US060730203091057,33.129952,-117.1055204,POINT (-117.1055203701833 33.12995202344386)
10100US060730203091049,33.1335149,-117.105542,POINT (-117.1055419919486 33.1335149313575)
10100US060730203091045,33.1315877,-117.1122011,POINT (-117.1122011256056 33.13158773594268)
10100US060730203091028,33.1345203,-117.1140919,POINT (-117.1140918834586 33.13452034731718)
10100US060730190021087,33.3967453,-117.1685785,POINT (-117.1685785428426 33.39674531318717)
10100US060730190021082,33.3863178,-117.1717336,POINT (-117.1717336203334 33.38631784390036)
10100US060730071002042,32.7177999,-117.2468481,POINT (-117.2468481033064 32.71779988239506)
10100US060730190021097,33.3915723,-117.1714819,POINT (-117.1714818854753 33.39157231808245)
10100US060730190021021,33.4068856,-117.1400783,POINT (-117.1400782540542 33.40688561358304)
10100US060730190021020,33.4064488,-117.1398494,POINT (-117.1398494399931 33.40644876454149)
10100US060730190021022,33.4059397,-117.1395544,POINT (-117.1395543664303 33.40593967971149)
10100US060730190021030,33.4078968,-117.1406138,POINT (-117.1402699099822 33.40644888670265)
10100US060730190021023,33.407498,-117.1402672,POINT (-117.1402672127876 33.4074979674261)
10100US060730190021169,33.4111319,-117.1409031,POINT (-117.1409031508313 33.41113191654592)
10100US060730190021066,33.4020251,-117.1433891,POINT (-117.1433891305489 33.40202514376185)
10100US060730190021064,33.4022943,-117.1439495,POINT (-117.1439494919621 33.40229425515264)
10100US060730190021058,33.4079703,-117.1529187,POINT (-117.1529186944692 33.40797031891983)
10100US060730190021034,33.4132469,-117.1444092,POINT (-117.1444091504314 33.41324691058809)
10100US060730190021071,33.3929762,-117.1338848,POINT (-117.1338848419167 33.39297625052589)
10100US060730190021176,33.4260749,-117.1414836,POINT (-117.1414835667723 33.42607488020391)
10100US060730213021012,32.6515761,-116.7060371,POINT (-116.7060370624332 32.65157612861541)
10100US060730211003319,32.6262627,-116.4699382,POINT (-116.4699382071204 32.62626265520768)
10100US060730191014124,33.3708188,-117.1227101,POINT (-117.1227100973197 33.37081876741818)
10100US060730188024037,33.3554709,-117.1744313,POINT (-117.1744312564208 33.35547091624993)
10100US060730191011065,33.3275946,-116.9794315,POINT (-116.9794314623553 33.32759455944086)
10100US060730191011081,33.3267464,-116.9845088,POINT (-116.9845087526052 33.3267463675684)
10100US060730191011085,33.3266697,-116.9853457,POINT (-116.9853456831494 33.32666970902201)
10100US060730191011116,33.3224539,-116.9937462,POINT (-116.9937461549966 33.32245390295541)
10100US060730191011109,33.3170031,-116.9863126,POINT (-116.9863125659688 33.31700306112221)
10100US060730187001178,33.450999,-117.5650507,POINT (-117.5650506506711 33.45099897620153)
10100US060730187001478,33.3731527,-117.277748,POINT (-117.2777479589505 33.37315270036611)
10100US060730095021001,32.841746,-117.1123464,POINT (-117.1123463558163 32.84174588602002)
10100US060730095102016,32.8223629,-117.1157301,POINT (-117.1157301400704 32.82236293375522)
10100US060730020012007,32.7784339,-117.1087315,POINT (-117.1087315155303 32.77843393384917)
10100US060730006002022,32.7509977,-117.1535866,POINT (-117.1535866272379 32.7509976816002)
10100US060730020012011,32.7767989,-117.1113832,POINT (-117.1113832378843 32.77679888825151)
10100US060730020012010,32.7711791,-117.1126766,POINT (-117.1115244275629 32.7700305869909)
10100US060730019001010,32.7694388,-117.1300488,POINT (-117.1300487748444 32.76943880224042)
10100US060730209021038,32.9908124,-116.6744212,POINT (-116.6744210666742 32.99081223905048)
10100US060730211001172,32.5991185,-116.6309177,POINT (-116.6309177178927 32.59911841342905)
10100US060730212021022,32.8591242,-116.610853,POINT (-116.6108530088432 32.85912423618187)
10100US060730212022048,32.8208389,-116.5633542,POINT (-116.5633542349111 32.82083891494781)
10100US060730191014128,33.3482186,-117.1198863,POINT (-117.1198863104128 33.34821864623004)
10100US060730190021171,33.3895547,-117.1721221,POINT (-117.1721221042151 33.38955471502908)
10100US060730190021104,33.3815112,-117.1403373,POINT (-117.1403373298009 33.38151121298315)
10100US060730168022021,32.8647931,-116.8131232,POINT (-116.81312335008 32.86479328751221)
10100US060730155022000,32.8563304,-116.8146407,POINT (-116.8146406833974 32.85633037568634)
10100US060730169021060,32.9408799,-116.8875786,POINT (-116.8875785273176 32.9408800590443)
10100US060730208013044,32.9608068,-116.9065061,POINT (-116.9065061100897 32.96080681984832)
10100US060730170351005,32.9805909,-117.0951712,POINT (-117.0951712201338 32.9805909308566)
10100US060730170292018,32.9952009,-117.2084237,POINT (-117.2084236814907 32.99520092311178)
10100US060730170291102,32.9993827,-117.175664,POINT (-117.1756640410859 32.99938277879157)
10100US060730166162002,32.8292059,-116.9915674,POINT (-116.9915673621063 32.82920590565922)
10100US060730166162014,32.8275357,-116.999606,POINT (-116.9996060485985 32.8275356792964)
10100US060730163012008,32.8017971,-116.9560172,POINT (-116.9560171628352 32.80179705933863)
10100US060730162011018,32.8059675,-116.9908998,POINT (-116.9908997555637 32.80596749967484)
10100US060730173033012,32.9995804,-117.2745509,POINT (-117.2745509691119 32.99958053253522)
10100US060730161003004,32.799348,-117.0004227,POINT (-117.000422680762 32.79934797344895)
10100US060730150004006,32.7898545,-117.0201363,POINT (-117.0201362699 32.78985451340043)
10100US060730148052001,32.7764543,-117.0331578,POINT (-117.0331578147863 32.77645426504152)
10100US060730148053013,32.777136,-117.0457913,POINT (-117.0457913309466 32.77713604731823)
10100US060730098024019,32.7930971,-117.0137728,POINT (-117.013772779948 32.79309714023283)
10100US060730097062007,32.7799922,-117.0574309,POINT (-117.0574309112382 32.7799922393656)
10100US060730097067002,32.7920519,-117.0647967,POINT (-117.0647967444927 32.792051885161)
10100US060730100151006,32.5689921,-116.9162731,POINT (-116.9162730803708 32.56899211177337)
10100US060730100151002,32.5663775,-116.9091585,POINT (-116.9091585319593 32.56637750736923)
10100US060730213021104,32.5963942,-116.7716671,POINT (-116.7716672682076 32.5963943044815)
10100US060730213021107,32.6131896,-116.7855048,POINT (-116.7855048194135 32.61318956448593)
10100US060730213021106,32.5658609,-116.774187,POINT (-116.7741869571823 32.56586070552443)
10100US060730213021102,32.5712176,-116.7762085,POINT (-116.7762085210184 32.57121760285979)
10100US060730213021101,32.5699032,-116.7696763,POINT (-116.7696762958373 32.56990321723212)
10100US060730213022142,32.6918035,-116.8002522,POINT (-116.8002520739918 32.69180338595975)
10100US060730213041033,32.6968562,-116.8199771,POINT (-116.8199770937466 32.69685628677927)
10100US060730213021022,32.6746983,-116.7198579,POINT (-116.7198579155083 32.67469830332609)
10100US060730213022088,32.7156163,-116.7709961,POINT (-116.7709960547337 32.715616261944)
10100US060730213022085,32.7218639,-116.7672128,POINT (-116.7672127813334 32.7218638946391)
10100US060730213022079,32.7219148,-116.7882092,POINT (-116.7882101049352 32.72191435021051)
10100US060730213022080,32.719082,-116.7672882,POINT (-116.7672881646371 32.71908202399983)
10100US060730213021091,32.6305145,-116.7074577,POINT (-116.7074573638436 32.6305145296229)
10100US060730213021000,32.6854058,-116.6748727,POINT (-116.6775677357008 32.68504111997413)
10100US060730213032055,32.7264062,-116.9104855,POINT (-116.9104855109133 32.72640624702015)
10100US060730213032041,32.7249543,-116.9141015,POINT (-116.9141015397301 32.72495432909911)
10100US060730213032039,32.7262473,-116.9193513,POINT (-116.9193513526662 32.72624730319461)
10100US060730213032036,32.7265893,-116.9216646,POINT (-116.9216646333512 32.72658933793204)
10100US060730213032056,32.7257267,-116.9158477,POINT (-116.9158477117565 32.72572668773126)
10100US060730213032009,32.7296837,-116.9171268,POINT (-116.9171268146871 32.72968373394646)
10100US060730213032046,32.7278717,-116.9199892,POINT (-116.919989183229 32.72787168710762)
10100US060730213032042,32.7268345,-116.9236999,POINT (-116.9236998929063 32.72683451317894)
10100US060730213032124,32.729421,-116.9255535,POINT (-116.9255534475339 32.72942100893636)
10100US060730213032020,32.7385263,-116.9168861,POINT (-116.9168860421909 32.73852631281869)
10100US060730135061045,32.7288605,-116.94584,POINT (-116.9475319522096 32.72406703207488)
10100US060730135061039,32.7085727,-116.9582537,POINT (-116.9582536901166 32.70857266722178)
10100US060730213032010,32.738903,-116.9310594,POINT (-116.9310591562634 32.73890290552705)
10100US060730134101044,32.6769903,-117.0092638,POINT (-117.0092638412204 32.67699031716377)
10100US060730085031025,32.8079284,-117.213669,POINT (-117.2136689922649 32.80792840734342)
10100US060730085031017,32.8163455,-117.218912,POINT (-117.2189119849396 32.81634551166628)
10100US060730085034009,32.8154387,-117.2098429,POINT (-117.2098428687426 32.81543869002567)
10100US060730083504006,32.9061864,-117.1686845,POINT (-117.1686844575609 32.90618644282935)
10100US060730083471012,32.9242902,-117.1591655,POINT (-117.159165490803 32.9242901978727)
10100US060730083432002,32.8626967,-117.2139401,POINT (-117.2139401066277 32.86269671635998)
10100US060730083611004,32.8686641,-117.2375013,POINT (-117.2375013301802 32.8686641454812)
10100US060730083621004,32.8612253,-117.2314317,POINT (-117.2314316900106 32.86122531333219)
10100US060730083132011,32.8582459,-117.2409745,POINT (-117.2409745202217 32.85824589418451)
10100US060730097033006,32.7944018,-117.0725101,POINT (-117.0725101346671 32.79440176559979)
10100US060730083124034,32.8535357,-117.2552285,POINT (-117.2552285322419 32.85353567425118)
10100US060730083124007,32.8546792,-117.2572365,POINT (-117.2572365257592 32.85467918799378)
10100US060730083124002,32.8604823,-117.2538985,POINT (-117.2538984719239 32.8604823342501)
10100US060730083123004,32.8701873,-117.2471348,POINT (-117.2471347833352 32.87018732591848)
10100US060730083111018,32.8272056,-117.2571726,POINT (-117.2571726111447 32.82720561831305)
10100US060730189031009,33.3902104,-117.2459902,POINT (-117.2459901865272 33.39021040537148)
10100US060730188032039,33.2541787,-117.1757765,POINT (-117.1757765342884 33.25417876773076)
10100US060730188032045,33.2516342,-117.1735422,POINT (-117.1735422039191 33.25163423492447)
10100US060730188032004,33.2882103,-117.1655341,POINT (-117.1655340393795 33.28821045807074)
10100US060730188032006,33.2931981,-117.1676237,POINT (-117.1676237023163 33.29319811388307)
10100US060730188031002,33.323308,-117.1592943,POINT (-117.1592943462588 33.32330797397658)
10100US060730031111002,32.7090448,-117.0820299,POINT (-117.0820299268224 32.70904482847485)
10100US060730031111001,32.7086123,-117.0763643,POINT (-117.0763643113667 32.70861229938009)
10100US060730033042003,32.7086632,-117.0907102,POINT (-117.0907101654036 32.70866320034068)
10100US060730031093000,32.6943911,-117.056077,POINT (-117.0560769471739 32.69439105135054)
10100US060730031093004,32.6897265,-117.0601473,POINT (-117.0621966874231 32.68996120965677)
10100US060730031093003,32.691399,-117.0634571,POINT (-117.0634571115328 32.69139903294095)
10100US060730031092005,32.6899212,-117.0557395,POINT (-117.0557395276036 32.68992121627399)
10100US060730031092003,32.6918943,-117.054489,POINT (-117.0544889640182 32.69189425333511)
10100US060730031092001,32.6923502,-117.0583234,POINT (-117.0583234150778 32.69235019957392)
10100US060730031092000,32.692811,-117.0555908,POINT (-117.055590792117 32.69281102131298)
10100US060730031091004,32.6892221,-117.0490625,POINT (-117.049062512598 32.68922214685793)
10100US060730031091003,32.6911657,-117.0536287,POINT (-117.0536286766914 32.69116569250958)
10100US060730032012007,32.6879983,-117.0560368,POINT (-117.0560367909232 32.68799831580243)
10100US060730031091001,32.6937771,-117.0510326,POINT (-117.051032633898 32.69377712147916)
10100US060730031081018,32.7090009,-117.0171437,POINT (-117.0171436884983 32.70900086243199)
10100US060730171101033,33.0546746,-117.1187083,POINT (-117.1229166291287 33.05119300779948)
10100US060730171101040,33.0433756,-117.1327783,POINT (-117.1327783099372 33.04337562842493)
10100US060730170301064,33.0219527,-117.1210152,POINT (-117.1210152316589 33.02195268173163)
10100US060730186121064,33.2512272,-117.2744027,POINT (-117.2744026813946 33.25122719327559)
10100US060730188031005,33.3205565,-117.1641208,POINT (-117.164120687899 33.32055653869029)
10100US060730188031015,33.3039763,-117.2120736,POINT (-117.2120734491434 33.30397632317877)
10100US060730214001074,32.7302814,-117.2156724,POINT (-117.2156723652384 32.73028142398157)
10100US060730063001046,32.7290955,-117.2089998,POINT (-117.2089997798571 32.7290954599415)
10100US060730188033067,33.2536127,-117.1951928,POINT (-117.1951928097425 33.25361271535704)
10100US060730188033062,33.2536479,-117.1938574,POINT (-117.1938573605471 33.25364791090473)
10100US060730188033063,33.253271,-117.1915689,POINT (-117.1915689176956 33.25327098452723)
10100US060730188031022,33.304514,-117.2095097,POINT (-117.2095096559891 33.30451395054964)
10100US060730188033051,33.2627455,-117.2365123,POINT (-117.2365123081415 33.2627454761103)
10100US060730188031016,33.3034088,-117.213698,POINT (-117.2136979188465 33.30340882860747)
10100US060730188031004,33.3128465,-117.193325,POINT (-117.179238246195 33.31700901079874)
10100US060730188021019,33.3016129,-117.2197115,POINT (-117.2197115220714 33.30161293889623)
10100US060730190021177,33.3279816,-117.1590994,POINT (-117.1590993906395 33.32798160566218)
10100US060730190021163,33.3307246,-117.155169,POINT (-117.1551689280355 33.33072460993333)
10100US060730190021164,33.3335965,-117.1510454,POINT (-117.1510453626893 33.33359648062966)
10100US060730190021139,33.3448396,-117.1499909,POINT (-117.1499908865815 33.34483965480688)
10100US060730031052000,32.7108613,-117.0244921,POINT (-117.0244920897791 32.71086129493756)
10100US060730031051011,32.7080043,-117.0306241,POINT (-117.0306241027627 32.70800432639504)
10100US060730031051010,32.7105899,-117.0273168,POINT (-117.0273167685979 32.71058994678155)
10100US060730032111019,32.6727638,-117.0568524,POINT (-117.0568524010316 32.67276375359756)
10100US060730032111017,32.6731018,-117.0602556,POINT (-117.0602555930048 32.67310183456247)
10100US060730032111016,32.6736883,-117.0617392,POINT (-117.0617391971338 32.67368832492271)
10100US060730032111015,32.6741327,-117.0600374,POINT (-117.0600373748408 32.67413266338244)
10100US060730032111014,32.6739952,-117.0584873,POINT (-117.0584873504533 32.67399524965403)
10100US060730032111006,32.6758863,-117.0578523,POINT (-117.0578523405735 32.67588626323579)
10100US060730032111011,32.6762698,-117.0521115,POINT (-117.0521114745401 32.67626975401527)
10100US060730032111007,32.6764662,-117.0567572,POINT (-117.0567571996577 32.67646622888171)
10100US060730032111005,32.6784056,-117.0587022,POINT (-117.0587021848286 32.67840558570408)
10100US060730032111004,32.678756,-117.0577164,POINT (-117.0577164067827 32.67875600099202)
10100US060730032111003,32.6790496,-117.056947,POINT (-117.0569470351341 32.67904960365691)
10100US060730032111002,32.6791377,-117.0560311,POINT (-117.0560310701593 32.67913774959769)
10100US060730032111010,32.6786377,-117.0544315,POINT (-117.0544315289677 32.67863772860295)
10100US060730032093002,32.6804929,-117.0389949,POINT (-117.0389948711728 32.68049286324818)
10100US060730031032001,32.7111922,-117.0500467,POINT (-117.0500466964647 32.71119221757757)
10100US060730031032005,32.709709,-117.0501301,POINT (-117.0501300620588 32.70970895936921)
10100US060730172004018,32.9575407,-117.2631749,POINT (-117.2631749363222 32.95754070703087)
10100US060730172004014,32.9582264,-117.2634767,POINT (-117.2634766576474 32.95822637312432)
10100US060730172004017,32.9579796,-117.2610467,POINT (-117.2610466584818 32.95797955885789)
10100US060730172004008,32.9575976,-117.2594191,POINT (-117.2594190951017 32.95759755965894)
10100US060730172004016,32.9588575,-117.2603239,POINT (-117.260323863403 32.95885745676733)
10100US060730172004007,32.9603935,-117.2592812,POINT (-117.2592811843815 32.96039348134089)
10100US060730172004005,32.9598874,-117.2627676,POINT (-117.2627675596849 32.95988737327619)
10100US060730172004002,32.9606927,-117.2630666,POINT (-117.2630665607332 32.96069273832723)
10100US060730172004003,32.9606486,-117.2647132,POINT (-117.2647132155623 32.96064861461261)
10100US060730172004001,32.9616567,-117.262397,POINT (-117.2623969621206 32.96165668267966)
10100US060730172002039,32.963322,-117.2637832,POINT (-117.2637832020551 32.963322026252)
10100US060730172002021,32.9694293,-117.257746,POINT (-117.2577459931231 32.96942931749953)
10100US060730172002022,32.9678113,-117.2564115,POINT (-117.2573193315557 32.96767028309306)
10100US060730172002028,32.9631323,-117.260914,POINT (-117.2609140062921 32.96313234426927)
10100US060730172002029,32.9628522,-117.2624379,POINT (-117.2624379442257 32.96285217975498)
10100US060730172002027,32.9646996,-117.2627946,POINT (-117.2627946201322 32.96469962148272)
10100US060730191014061,33.3813592,-117.0976056,POINT (-117.0976056595393 33.38135936719526)
10100US060730190021160,33.3372428,-117.1355945,POINT (-117.1364903538 33.33833569148145)
10100US060730190021090,33.3987094,-117.1696969,POINT (-117.1696968827372 33.39870944759934)
10100US060730190021016,33.4031741,-117.1396118,POINT (-117.139611765061 33.40317411262129)
10100US060730190021035,33.4163709,-117.1445912,POINT (-117.1445912490463 33.41637085951312)
10100US060730190013007,33.3888606,-117.2200009,POINT (-117.2200008991633 33.38886050805488)
10100US060730190013039,33.3748934,-117.1729072,POINT (-117.1729072429626 33.37489343352363)
10100US060730190012064,33.3936079,-117.1938086,POINT (-117.1938086156139 33.39360782539877)
10100US060730190012043,33.4181246,-117.2053351,POINT (-117.2053351432773 33.4181246283051)
10100US060730065001026,32.7551196,-117.2036421,POINT (-117.203642112077 32.75511962089434)
10100US060730042001007,32.7292597,-117.1182159,POINT (-117.118215917593 32.72925973522293)
10100US060730041004043,32.7121562,-117.1286848,POINT (-117.1286848316017 32.71215620461329)
10100US060730041004035,32.7129924,-117.1284874,POINT (-117.1284874369434 32.71299239818455)
10100US060730040004010,32.7066418,-117.1329681,POINT (-117.1329681463306 32.70664182620161)
10100US060730040002012,32.7055104,-117.1286712,POINT (-117.128671240151 32.70551038450537)
10100US060730040001011,32.710874,-117.1246586,POINT (-117.1246586236081 32.71087401826134)
10100US060730034014008,32.7244486,-117.0859943,POINT (-117.0859942719804 32.72444856912053)
10100US060730171064016,33.0129802,-117.2104504,POINT (-117.2104502421883 33.01298029532613)
10100US060730097067013,32.7848698,-117.0533234,POINT (-117.0533233726614 32.78486977898633)
10100US060730097067007,32.7880647,-117.0570466,POINT (-117.0570466007651 32.78806466233021)
10100US060730097067014,32.7839248,-117.0528043,POINT (-117.0541944412078 32.78440198110895)
10100US060730097066008,32.7904321,-117.05632,POINT (-117.0563199977846 32.79043209130009)
10100US060730097066005,32.7945008,-117.0589815,POINT (-117.0589815515705 32.79450080049574)
10100US060730097066003,32.7933304,-117.0617135,POINT (-117.0617135060877 32.79333039775445)
10100US060730097066004,32.7942155,-117.0622251,POINT (-117.0622250592882 32.79421553561687)
10100US060730097066002,32.7957242,-117.0617705,POINT (-117.0617704660202 32.79572417392021)
