geoid,intptlat,intptlon,geometry
10100US060730155013036,32.8062939,-116.8647463,POINT (-116.8647462830193 32.80629386847017)
10100US060730155013021,32.8062616,-116.8656729,POINT (-116.8656729071354 32.80626164488864)
10100US060730155013022,32.8069233,-116.8656715,POINT (-116.8656714943492 32.80692325117509)
10100US060730155013024,32.8075812,-116.8644048,POINT (-116.864404845674 32.8075811757252)
10100US060730155013025,32.8082444,-116.8644101,POINT (-116.8644101173743 32.80824443568648)
10100US060730155013026,32.8088975,-116.8644318,POINT (-116.8644318355111 32.80889754129453)
10100US060730155013031,32.8089032,-116.8660349,POINT (-116.8660349331282 32.80890315730662)
10100US060730155013004,32.8106067,-116.8644838,POINT (-116.8644837525695 32.81060667686864)
10100US060730155013029,32.8098963,-116.8654253,POINT (-116.8654253228416 32.80989634598255)
10100US060730155013005,32.8095268,-116.867006,POINT (-116.8670059604711 32.8095268359349)
10100US060730155013032,32.8082339,-116.8662419,POINT (-116.8662419239346 32.80823390706038)
10100US060730155013012,32.8069285,-116.8672704,POINT (-116.86727040142 32.80692850058688)
10100US060730155013009,32.8062657,-116.8672631,POINT (-116.8672631451089 32.80626568583485)
10100US060730185044002,33.1869869,-117.3390876,POINT (-117.339087657055 33.18698691169426)
10100US060730185044001,33.1901603,-117.3384183,POINT (-117.3384182622508 33.19016034283533)
10100US060730185044000,33.1903147,-117.3350701,POINT (-117.3350701088084 33.19031474232968)
10100US060730185043025,33.1806618,-117.3371265,POINT (-117.3351830985559 33.18039061462743)
10100US060730185043024,33.1811623,-117.328397,POINT (-117.3283970381522 33.18116226792481)
10100US060730185043026,33.1808901,-117.3386366,POINT (-117.338636662238 33.18089006765698)
10100US060730185043016,33.1822081,-117.334144,POINT (-117.3341439599047 33.18220806909398)
10100US060730185043022,33.1812153,-117.3331518,POINT (-117.3331517705154 33.18121524912464)
10100US060730185043015,33.1854847,-117.3328559,POINT (-117.3328558746196 33.18548470591688)
10100US060730185042022,33.193964,-117.3464598,POINT (-117.346459759257 33.19396396489002)
10100US060730185042024,33.1921752,-117.3457988,POINT (-117.3457987856704 33.19217515880247)
10100US060730185042021,33.1914681,-117.3513919,POINT (-117.351391861285 33.19146811316453)
10100US060730198083001,33.1577512,-117.2619852,POINT (-117.2619851945933 33.15775123615364)
10100US060730198082005,33.1671047,-117.2545156,POINT (-117.2545156427396 33.1671046844934)
10100US060730198082004,33.167003,-117.2575416,POINT (-117.2575415610922 33.16700301739401)
10100US060730198081010,33.1608488,-117.2608671,POINT (-117.2608670636266 33.16084876068089)
10100US060730198081011,33.1604415,-117.262958,POINT (-117.2629579966636 33.16044147232857)
10100US060730198091023,33.1757861,-117.2651772,POINT (-117.2651771850734 33.17578611120236)
10100US060730198091003,33.1778575,-117.2591801,POINT (-117.2591801059181 33.17785740578165)
10100US060730198093025,33.1767021,-117.2793274,POINT (-117.2793274113283 33.17670211976161)
10100US060730200191025,33.137759,-117.2105611,POINT (-117.2105611493537 33.1377589582232)
10100US060730200191026,33.137757,-117.2111168,POINT (-117.2111167542074 33.13775697662221)
10100US060730200191027,33.1375865,-117.2117715,POINT (-117.2117714653985 33.13758652010808)
10100US060730200191019,33.1332033,-117.2184835,POINT (-117.2188259412873 33.13351973979438)
10100US060730200191016,33.1339354,-117.217719,POINT (-117.217718980527 33.13393540297219)
10100US060730200191014,33.1402749,-117.2100157,POINT (-117.2100156818329 33.14027489544551)
10100US060730200191003,33.1416737,-117.2090441,POINT (-117.2090441053416 33.14167370865218)
10100US060730200191001,33.1412491,-117.2093256,POINT (-117.2093256333122 33.14124905746966)
10100US060730200191002,33.1399624,-117.2095086,POINT (-117.2095086222242 33.13996240499215)
10100US060730200191013,33.1392493,-117.2106422,POINT (-117.2106422516058 33.13924930711703)
10100US060730212021120,32.8384376,-116.6798719,POINT (-116.6798718560936 32.83843757924784)
10100US060730212043005,32.8386845,-116.6912099,POINT (-116.6912099063222 32.83868436596934)
10100US060730212043002,32.8404672,-116.6915994,POINT (-116.6915993957123 32.84046710299306)
10100US060730212043006,32.8387181,-116.6823786,POINT (-116.6823786206878 32.83871813373752)
10100US060730212043031,32.8369026,-116.7152898,POINT (-116.7152897087548 32.83690255013508)
10100US060730212042005,32.8338601,-116.7271854,POINT (-116.7271854430127 32.83386010752478)
10100US060730212042007,32.832769,-116.7293265,POINT (-116.729326547969 32.83276897317996)
10100US060730212042009,32.831947,-116.7305294,POINT (-116.7305293881179 32.83194703249224)
10100US060730212042025,32.8233139,-116.7547462,POINT (-116.7547462419322 32.8233139010382)
10100US060730187001274,33.3741229,-117.5554123,POINT (-117.5554123381318 33.37412291669291)
10100US060730187001273,33.374704,-117.5528152,POINT (-117.5528151319022 33.37470402841113)
10100US060730212052000,32.8253269,-116.7672323,POINT (-116.7672322787455 32.82532704120225)
10100US060730187001271,33.3735564,-117.5509122,POINT (-117.5509122114051 33.37355644881323)
10100US060730212041022,32.812552,-116.7800812,POINT (-116.7800812228359 32.81255200201454)
10100US060730185073019,33.2301588,-117.3250618,POINT (-117.3250617625143 33.23015875265869)
10100US060730186012016,33.2327604,-117.3461135,POINT (-117.3461135188802 33.23276037531953)
10100US060730186011021,33.2074581,-117.3877686,POINT (-117.3877686031359 33.20745812866669)
10100US060730186011020,33.2068831,-117.387382,POINT (-117.3873820354598 33.20688308327946)
10100US060730186011002,33.2093787,-117.3837019,POINT (-117.3837018494493 33.20937871162724)
10100US060730186011004,33.2102252,-117.3838523,POINT (-117.3838523168038 33.21022518922594)
10100US060730186011009,33.2138598,-117.3801929,POINT (-117.3801929049437 33.21385977988766)
10100US060730185192012,33.1884981,-117.2830164,POINT (-117.283016409916 33.18849811895166)
10100US060730185073018,33.2302642,-117.3241721,POINT (-117.3241721416486 33.23026419184287)
10100US060730185073020,33.2298943,-117.3232037,POINT (-117.3232037483747 33.22989429708275)
10100US060730185072006,33.2351449,-117.3067285,POINT (-117.3067285088949 33.23514495126141)
10100US060730185072002,33.2377026,-117.3073981,POINT (-117.3073980633834 33.23770259147504)
10100US060730185072003,33.2373723,-117.306217,POINT (-117.3062170166896 33.23737225791817)
10100US060730170302005,33.0340198,-117.0846095,POINT (-117.0846094968331 33.03401986922767)
10100US060730170302006,33.0367168,-117.0831635,POINT (-117.083163504296 33.03671680858616)
10100US060730170302004,33.0386918,-117.083359,POINT (-117.0833589730139 33.03869182005199)
10100US060730170302000,33.0413273,-117.0822463,POINT (-117.0822462509567 33.0413272655808)
10100US060730170301001,33.060618,-117.1051071,POINT (-117.100704953392 33.05979609108925)
10100US060730170301202,33.047133,-117.1223938,POINT (-117.1223937701172 33.04713295564063)
10100US060730170301156,33.0128872,-117.1526733,POINT (-117.1526732752842 33.01288719168345)
10100US060730170301046,33.0300071,-117.1274419,POINT (-117.1274419320972 33.03000710297158)
10100US060730170301050,33.0283308,-117.1236517,POINT (-117.1236516688492 33.02833081456355)
10100US060730170291003,33.0022507,-117.1240276,POINT (-117.1240276171589 33.00225070682924)
10100US060730170301004,33.0678456,-117.1140094,POINT (-117.1140762692534 33.06765747876585)
10100US060730185192020,33.1880133,-117.2865386,POINT (-117.2865385774745 33.18801332064115)
10100US060730191011186,33.2916118,-116.9172586,POINT (-116.9172585823206 33.29161184285235)
10100US060730185193006,33.196062,-117.2831248,POINT (-117.2831247750403 33.19606197329406)
10100US060730185182012,33.1853793,-117.2956172,POINT (-117.2956171925144 33.18537933642248)
10100US060730185182011,33.1892383,-117.290935,POINT (-117.2909349945289 33.18923828108232)
10100US060730185182010,33.1896685,-117.2894562,POINT (-117.2894561624153 33.18966852952336)
10100US060730185182009,33.1897232,-117.2886468,POINT (-117.2886468071843 33.18972321497791)
10100US060730185172016,33.1821036,-117.3094873,POINT (-117.3094872668831 33.18210355923365)
10100US060730185172017,33.1824802,-117.3109055,POINT (-117.3109055013607 33.18248022423931)
10100US060730208052003,33.043531,-116.9002636,POINT (-116.9002635308185 33.04353098089072)
10100US060730185172018,33.1811083,-117.3101007,POINT (-117.3101007041611 33.18110827347657)
10100US060730185172037,33.1811456,-117.306887,POINT (-117.3068870117913 33.18114561266443)
10100US060730170301002,33.0474019,-117.0882799,POINT (-117.0943048014181 33.05346763385617)
10100US060730170301009,33.0580359,-117.1134948,POINT (-117.1135471009186 33.05843292741032)
10100US060730170301204,33.0476494,-117.1178553,POINT (-117.1178552936249 33.04764939586111)
10100US060730170301042,33.0365883,-117.1266542,POINT (-117.126654204144 33.03658830556896)
10100US060730170304011,33.0316366,-117.0896563,POINT (-117.0896562720902 33.03163656567809)
10100US060730170304008,33.0337315,-117.0922188,POINT (-117.0922188089425 33.03373145974184)
10100US060730170304010,33.0328407,-117.0903327,POINT (-117.0903326905798 33.03284068410988)
10100US060730170304002,33.0398753,-117.0865859,POINT (-117.0865858700589 33.03987529855426)
10100US060730170304003,33.0372809,-117.0862855,POINT (-117.0862855189836 33.03728092847621)
10100US060730083603015,32.90327,-117.1334671,POINT (-117.1334671261897 32.90327001094656)
10100US060730083603012,32.9044348,-117.1337949,POINT (-117.1337948910292 32.90443481885816)
10100US060730083603000,32.90504,-117.1344581,POINT (-117.1344580733381 32.90504004585701)
10100US060730083602010,32.8959218,-117.1210923,POINT (-117.1210923187058 32.89592176130697)
10100US060730134191047,32.6481722,-116.9315552,POINT (-116.9315551594148 32.64817221148353)
10100US060730213021120,32.612779,-116.9242663,POINT (-116.9116295854277 32.62379084795446)
10100US060730213021118,32.6232345,-116.8868562,POINT (-116.8868559178326 32.62323470645514)
10100US060730213032087,32.6784134,-116.9227735,POINT (-116.9227733975325 32.6784135727658)
10100US060730213032108,32.6591617,-116.9388122,POINT (-116.9388122454609 32.65916172416954)
10100US060730213032091,32.667792,-116.9303591,POINT (-116.9303590984494 32.66779202870853)
10100US060730213032119,32.6610445,-116.9330955,POINT (-116.9330955248717 32.66104452377014)
10100US060730213041057,32.6593395,-116.9326995,POINT (-116.9303044188765 32.65921608617845)
10100US060730213021126,32.634022,-116.9239704,POINT (-116.9239704081545 32.63402199742541)
10100US060730213041024,32.7032863,-116.8698669,POINT (-116.8698668642022 32.70328626463116)
10100US060730134191001,32.651576,-116.939763,POINT (-116.9396916781941 32.64992521295378)
10100US060730093042032,32.7713407,-117.1322913,POINT (-117.1322912514153 32.77134066246116)
10100US060730134191045,32.6473815,-116.9349371,POINT (-116.9349371578789 32.6473814996083)
10100US060730210001453,33.1013846,-116.1178311,POINT (-116.1178311412427 33.10138455659191)
10100US060730133141000,32.6447327,-116.9323916,POINT (-116.9323915640946 32.6447326766005)
10100US060730134191040,32.6483862,-116.9483919,POINT (-116.9483919125965 32.64838626403818)
10100US060730134191031,32.6518918,-116.9511696,POINT (-116.9511695695361 32.65189179939535)
10100US060730203061054,33.1309218,-117.1524717,POINT (-117.1524716654072 33.13092181017614)
10100US060730122001034,32.6603363,-117.0762939,POINT (-117.0762938594601 32.66033629761996)
10100US060730133141130,32.6264022,-116.9476964,POINT (-116.947696428952 32.62640222625)
10100US060730209031004,33.4230489,-116.8416573,POINT (-116.8416574201582 33.42304894204845)
10100US060730211002221,32.7254348,-116.3560726,POINT (-116.3560725517383 32.72543481815135)
10100US060730203044046,33.1776844,-117.1456865,POINT (-117.1456865230678 33.17768438086508)
10100US060730100142030,32.5751322,-117.0287525,POINT (-117.028752527847 32.57513216483685)
10100US060730211002452,32.749478,-116.3728395,POINT (-116.3728394592756 32.74947800300166)
10100US060730032042019,32.6599015,-117.0617864,POINT (-117.0617863694738 32.65990147629155)
10100US060730171102123,33.0660029,-117.1983464,POINT (-117.198346430345 33.06600285435105)
10100US060730171102122,33.0665887,-117.1965142,POINT (-117.1965142194519 33.06658867777639)
10100US060730176011017,33.0746315,-117.294684,POINT (-117.2946841869788 33.07463185912921)
10100US060730083501042,32.8785714,-117.195987,POINT (-117.1959870649878 32.87857140432612)
10100US060730094001204,32.8741468,-117.1931343,POINT (-117.193134317622 32.87414675510612)
10100US060730094001212,32.8633783,-117.1872559,POINT (-117.1872559525257 32.86337834118273)
10100US060730085111106,32.8375144,-117.1652808,POINT (-117.1652808224084 32.83751435639778)
10100US060730085111087,32.8421925,-117.1706179,POINT (-117.1706179464103 32.8421924844364)
10100US060730085111155,32.8366151,-117.1568649,POINT (-117.1568649032657 32.8366151279542)
10100US060730085111074,32.8375886,-117.1419502,POINT (-117.1419502452511 32.83758857869186)
10100US060730085111014,32.8398583,-117.1300522,POINT (-117.1300521718383 32.83985832139447)
10100US060730085111019,32.8397069,-117.1333364,POINT (-117.1333364094784 32.83970693888187)
10100US060730085111016,32.8400719,-117.1313736,POINT (-117.1313736226097 32.84007190421968)
10100US060730085111015,32.8403731,-117.1318358,POINT (-117.1318357765242 32.84037308331697)
10100US060730095021011,32.8338449,-117.1090823,POINT (-117.1090822502693 32.83384493208506)
10100US060730095021000,32.8413014,-117.0994814,POINT (-117.0994813661774 32.84130143811579)
10100US060730094001252,32.8429908,-117.0907391,POINT (-117.0907389943776 32.84299077214262)
10100US060730094001083,32.8448896,-117.0922154,POINT (-117.0922152985344 32.84488956893711)
10100US060730094001075,32.8491748,-117.0902991,POINT (-117.0902990661339 32.84917482685397)
10100US060730095051005,32.8546198,-117.061315,POINT (-117.0632912403594 32.85381791388179)
10100US060730094001086,32.8635446,-117.0533842,POINT (-117.0533841976707 32.86354496386857)
10100US060730095041024,32.9213083,-117.0441887,POINT (-117.0441886984857 32.92130798779055)
10100US060730185042020,33.1927496,-117.3496903,POINT (-117.3496902708314 33.1927495716143)
10100US060730185042016,33.1960433,-117.3398932,POINT (-117.3398931917984 33.1960433045751)
10100US060730163012013,32.8014464,-116.9511676,POINT (-116.9511676282333 32.80144637722967)
10100US060730162021085,32.8067451,-116.9744907,POINT (-116.9744906715267 32.80674508739656)
10100US060730083102006,32.8220361,-117.2462949,POINT (-117.2462949353991 32.82203614697435)
10100US060730191014099,33.3865192,-117.1149208,POINT (-117.1149207786502 33.38651918827521)
10100US060730083371009,32.958044,-117.1423566,POINT (-117.1423566484807 32.95804399026681)
10100US060730215001042,32.9438094,-117.2088506,POINT (-117.208850559148 32.9438093760972)
10100US060730083311005,32.942057,-117.226954,POINT (-117.2269539584061 32.94205706417747)
10100US060730197024002,33.184896,-117.2435083,POINT (-117.2471302023821 33.18297798403649)
10100US060730197011008,33.1888385,-117.2674149,POINT (-117.2674148426121 33.18883848605337)
10100US060730191071057,33.2103608,-116.9460202,POINT (-116.9460201738619 33.21036080264644)
10100US060730190011016,33.468926,-117.3327978,POINT (-117.3327981564147 33.46892620700839)
10100US060730185073023,33.2292821,-117.324116,POINT (-117.3241159633884 33.22928211731073)
10100US060730185043005,33.1886058,-117.3311056,POINT (-117.3311056029257 33.18860577945306)
10100US060730185041009,33.191559,-117.3599699,POINT (-117.3599698734914 33.19155898054118)
10100US060730184001012,33.2039072,-117.3819053,POINT (-117.381905264936 33.20390715463423)
10100US060730182002009,33.1904429,-117.3633421,POINT (-117.3633420614914 33.19044286193937)
10100US060730181001001,33.1888805,-117.3623661,POINT (-117.362366134324 33.18888045842957)
10100US060730162021056,32.811715,-116.9649737,POINT (-116.9649736626796 32.81171504632283)
10100US060730013001015,32.7543882,-117.1304719,POINT (-117.1304718713674 32.75438817045404)
10100US060730013001004,32.7543908,-117.1295475,POINT (-117.129547547709 32.75439083007254)
10100US060730013001006,32.7543967,-117.128008,POINT (-117.1280080499109 32.75439666702408)
10100US060730012002012,32.7556144,-117.1295479,POINT (-117.129547870463 32.75561437380537)
10100US060730012002007,32.758226,-117.1292504,POINT (-117.1292503921377 32.75822600782009)
10100US060730012002005,32.7582203,-117.1304822,POINT (-117.1304822161885 32.75822033447692)
10100US060730012002002,32.7600894,-117.130489,POINT (-117.1304889985353 32.76008937014867)
10100US060730012001011,32.7555977,-117.1260877,POINT (-117.1260876731857 32.75559766445151)
10100US060730012001005,32.7562632,-117.1256681,POINT (-117.1256680557901 32.75626323720534)
10100US060730012001010,32.7556136,-117.127078,POINT (-117.1270779789731 32.75561358730496)
10100US060730012001002,32.7586525,-117.1272526,POINT (-117.1272525835624 32.758652517077)
10100US060730012001000,32.7591368,-117.1266705,POINT (-117.1266705235895 32.75913677535384)
10100US060730011002007,32.7619501,-117.131114,POINT (-117.1311139949009 32.76195010698846)
10100US060730011002006,32.761954,-117.130496,POINT (-117.130495966747 32.76195399160572)
10100US060730011002005,32.7619558,-117.1298867,POINT (-117.1298866759233 32.761955836704)
10100US060730011002004,32.7619612,-117.1292695,POINT (-117.1292694898125 32.76196116328801)
10100US060730011001012,32.7633387,-117.1305022,POINT (-117.1305022016381 32.76333872246311)
10100US060730011001002,32.7665717,-117.1337727,POINT (-117.1337726609633 32.76657170737629)
10100US060730011001004,32.7652635,-117.1342194,POINT (-117.1342194310081 32.76526345618811)
10100US060730011001014,32.767655,-117.1384569,POINT (-117.1384569089157 32.76765504831711)
10100US060730011001000,32.7701527,-117.1313708,POINT (-117.1313707920702 32.77015266246905)
10100US060730010001010,32.7619334,-117.1382436,POINT (-117.1382435512834 32.76193339727413)
10100US060730010001011,32.761912,-117.1403939,POINT (-117.1403938997626 32.76191198643392)
10100US060730010001005,32.764302,-117.1407001,POINT (-117.1407000685099 32.76430196780721)
10100US060730116011013,32.6671321,-117.0918783,POINT (-117.0918783372768 32.66713209809898)
10100US060730116011012,32.6683464,-117.09094,POINT (-117.090940022717 32.66834637209105)
10100US060730116011010,32.6679924,-117.0922185,POINT (-117.0922185266563 32.66799240706379)
10100US060730116011008,32.6676996,-117.0932325,POINT (-117.0932324626468 32.66769956089131)
10100US060730116011006,32.6674111,-117.0942484,POINT (-117.0942483823003 32.66741114060821)
10100US060730116011004,32.6690667,-117.0934869,POINT (-117.093486877384 32.66906665724429)
10100US060730116011001,32.6695626,-117.0916978,POINT (-117.0916978429797 32.66956263800982)
10100US060730213041070,32.6533781,-116.932987,POINT (-116.9329869528584 32.6533781016288)
10100US060730213041074,32.6559331,-116.9331865,POINT (-116.9331864639719 32.65593313569899)
10100US060730134191043,32.6569968,-116.9366292,POINT (-116.9366292435374 32.65699676865598)
10100US060730213041059,32.646066,-116.9040197,POINT (-116.9040195917376 32.64606545359406)
10100US060730134191017,32.6590859,-116.9563525,POINT (-116.956352525173 32.65908589963724)
10100US060730213022140,32.6872418,-116.7667532,POINT (-116.7667532254305 32.68724182815568)
10100US060730198041003,33.1698308,-117.3214473,POINT (-117.3214472870709 33.16983078306443)
10100US060730134191041,32.651995,-116.9373555,POINT (-116.9377380963919 32.65120342103727)
10100US060730134162010,32.6429832,-116.9947342,POINT (-116.9947342487786 32.64298323330986)
10100US060730133094011,32.608189,-117.033829,POINT (-117.0334057096043 32.60882185409329)
10100US060730125021007,32.6473434,-117.0977792,POINT (-117.097779183808 32.64734343918932)
10100US060730133094002,32.6141143,-117.0367545,POINT (-117.0357947603185 32.61331316669207)
10100US060730133094006,32.6096352,-117.0349977,POINT (-117.0349977003396 32.60963529219419)
10100US060730133093002,32.6204646,-117.0390983,POINT (-117.0390983082672 32.62046462940769)
10100US060730166071005,32.8586353,-116.9536829,POINT (-116.9536829814469 32.85863535554295)
10100US060730133033001,32.6133886,-117.0403753,POINT (-117.040375309594 32.61338857517081)
10100US060730133061006,32.6031552,-117.0398582,POINT (-117.0398581985662 32.60315523126899)
10100US060730133072006,32.5987695,-117.046825,POINT (-117.0468249496166 32.59876955564713)
10100US060730133072004,32.5960495,-117.0503344,POINT (-117.0503343662799 32.5960494966163)
10100US060730187001166,33.3886385,-117.5606954,POINT (-117.5606953499567 33.38863851391165)
10100US060730133072010,32.59524,-117.0448089,POINT (-117.0448088814521 32.59524001331746)
10100US060730187001158,33.3888065,-117.5568378,POINT (-117.5568378370378 33.38880650769669)
10100US060730134093001,32.6348084,-117.0225751,POINT (-117.0225750932123 32.63480844192696)
10100US060730134202010,32.6383199,-117.0233791,POINT (-117.0233791263202 32.63831975142722)
10100US060730203061108,33.104801,-117.1563768,POINT (-117.1563767678051 33.10480097941176)
10100US060730156011014,32.7937097,-116.9333988,POINT (-116.9333988299908 32.79370971156733)
10100US060730156011000,32.7979839,-116.9297907,POINT (-116.9297906506984 32.79798389413168)
10100US060730156011007,32.7957104,-116.9318616,POINT (-116.9318615513067 32.79571039774051)
10100US060730156011015,32.7938657,-116.9318624,POINT (-116.9318624171347 32.79386566590379)
10100US060730156011023,32.7936006,-116.9222795,POINT (-116.9222794962064 32.79360060834395)
10100US060730156011013,32.7931193,-116.9233577,POINT (-116.9233577230137 32.79311926275894)
10100US060730155011007,32.7987234,-116.8638299,POINT (-116.863829855594 32.79872340218461)
10100US060730156011010,32.7949371,-116.9284015,POINT (-116.9284014984318 32.79493709377549)
10100US060730156011022,32.7949638,-116.92524,POINT (-116.9254434167992 32.79469762109517)
10100US060730156011011,32.7960841,-116.925792,POINT (-116.9257919983439 32.79608407074328)
10100US060730155011020,32.8004049,-116.8658515,POINT (-116.8658515040967 32.80040491055904)
10100US060730155011011,32.7999834,-116.8639408,POINT (-116.8639408045755 32.79998336585221)
10100US060730155011013,32.7991535,-116.8642246,POINT (-116.8642245614972 32.79915346926423)
10100US060730155011010,32.8103553,-116.8627411,POINT (-116.8627411318682 32.81035529044274)
10100US060730202081001,33.1491755,-117.0532236,POINT (-117.0532235592832 33.14917551360372)
10100US060730202081006,33.1474134,-117.0499925,POINT (-117.0499925202917 33.14741336800709)
10100US060730202072002,33.1348739,-117.0564639,POINT (-117.0564638894069 33.13487390469548)
10100US060730202072006,33.1343759,-117.055705,POINT (-117.0557049899251 33.13437591464847)
10100US060730202072005,33.1338951,-117.0553752,POINT (-117.0553751832334 33.13389507713245)
10100US060730202023007,33.1279114,-117.0716794,POINT (-117.0716793988478 33.12791141897859)
10100US060730201092009,33.150175,-117.0564964,POINT (-117.0564963512839 33.15017501654444)
10100US060730201094014,33.1428441,-117.0690795,POINT (-117.0690794680162 33.14284405765896)
10100US060730201094006,33.1439879,-117.0741762,POINT (-117.0741762418014 33.14398785434198)
10100US060730201032026,33.1590712,-117.0778117,POINT (-117.077811707895 33.15907117138368)
10100US060730201071000,33.1623158,-117.0847983,POINT (-117.0847982450233 33.16231579382932)
10100US060730201071004,33.1602609,-117.0848767,POINT (-117.0848766915041 33.16026092776292)
10100US060730201071006,33.1560639,-117.0832901,POINT (-117.0832900817673 33.15606391554493)
10100US060730201071008,33.1575148,-117.0807417,POINT (-117.0807416664605 33.15751482454055)
10100US060730201051007,33.1650034,-117.0923413,POINT (-117.092341255808 33.16500335604333)
10100US060730201051005,33.1653063,-117.0975017,POINT (-117.0975017046997 33.16530631266293)
10100US060730201051013,33.1649906,-117.1060487,POINT (-117.1060487289545 33.16499065795521)
10100US060730201051015,33.1611258,-117.1043336,POINT (-117.1043335947315 33.16112584112672)
10100US060730209021241,32.8784431,-116.4291463,POINT (-116.4291463194938 32.87844312657584)
10100US060730209022006,32.8264808,-116.5164569,POINT (-116.5164568552588 32.82648079755513)
10100US060730209022043,32.8190774,-116.5323112,POINT (-116.5323111798182 32.81907743119496)
10100US060730209021191,32.9227855,-116.4785125,POINT (-116.4785125284125 32.92278550543295)
10100US060730211002444,32.738521,-116.4113943,POINT (-116.4113943425115 32.73852100511059)
10100US060730211002437,32.7493206,-116.3779141,POINT (-116.3779141233991 32.74932057625259)
10100US060730175012064,33.0346733,-117.2908098,POINT (-117.2908098044578 33.03467327811298)
10100US060730175012057,33.0367744,-117.2949263,POINT (-117.2949263323496 33.03677438946608)
10100US060730175012021,33.0405077,-117.2926607,POINT (-117.292660692537 33.04050773135225)
10100US060730175013004,33.0416765,-117.2886636,POINT (-117.2886635604468 33.04167648782762)
10100US060730175011000,33.0469549,-117.2888044,POINT (-117.288804380886 33.04695489567668)
10100US060730175012002,33.0477721,-117.2950365,POINT (-117.2950364565847 33.04777211687055)
10100US060730175012011,33.0464831,-117.2956068,POINT (-117.295606776362 33.04648313357664)
10100US060730174045008,33.0247981,-117.2678523,POINT (-117.2678523319525 33.02479810867278)
10100US060730174044000,33.0305327,-117.2711446,POINT (-117.2711445249282 33.03053270660635)
10100US060730076004022,32.7630912,-117.2515522,POINT (-117.2515522325517 32.76309117919678)
10100US060730080032021,32.8033886,-117.2527058,POINT (-117.2527057733352 32.80338856731952)
10100US060730079082023,32.797064,-117.2312057,POINT (-117.2312056808412 32.79706404186199)
10100US060730211002374,32.645413,-116.2918959,POINT (-116.2918958798579 32.64541303685591)
10100US060730187001940,33.3932121,-117.5203802,POINT (-117.520380208603 33.39321213647082)
10100US060730210001121,33.1338468,-116.142365,POINT (-116.1423650692326 33.13384674011773)
10100US060730210001009,33.1958824,-116.2346446,POINT (-116.2346466883101 33.19588437570143)
10100US060730148043003,32.7841009,-117.0352877,POINT (-117.0352877227927 32.78410092655405)
10100US060730198063054,33.1347081,-117.2697966,POINT (-117.2697966109559 33.13470807255124)
10100US060730209041154,33.0463707,-116.6273463,POINT (-116.6273463056418 33.04637069889516)
10100US060730098024029,32.7912728,-117.0099888,POINT (-117.0099888410512 32.79127277226605)
10100US060730083103005,32.8149488,-117.2511861,POINT (-117.2511860710214 32.81494880723117)
10100US060730154061002,32.7810166,-116.8883079,POINT (-116.8883078691207 32.78101658976271)
10100US060730062001011,32.7387839,-117.185885,POINT (-117.1858849780153 32.73878391875521)
10100US060730065003002,32.7529775,-117.2000298,POINT (-117.2000298047482 32.75297747436088)
10100US060730065001038,32.7492867,-117.2041112,POINT (-117.2041112181746 32.74928671076371)
10100US060730065001041,32.7479347,-117.2011529,POINT (-117.2011529278553 32.74793466614934)
10100US060730062001026,32.7299202,-117.204828,POINT (-117.2048280203753 32.72992015262646)
10100US060730063001035,32.730015,-117.2062239,POINT (-117.2062239466085 32.73001503379751)
10100US060730063001039,32.7295424,-117.2079972,POINT (-117.2079972001547 32.72954243843262)
10100US060730203091020,33.1367471,-117.108872,POINT (-117.1088719742332 33.13674710053585)
10100US060730207061005,33.1202799,-117.0435581,POINT (-117.0435581332203 33.12027988327614)
10100US060730204043015,33.095423,-117.0976526,POINT (-117.0976525902043 33.09542300090713)
10100US060730204043016,33.0954555,-117.0966835,POINT (-117.0966834865108 33.09545549044822)
10100US060730203083005,33.1422685,-117.0974542,POINT (-117.0974541811725 33.14226847552077)
10100US060730202113004,33.127737,-117.0598808,POINT (-117.0602451813299 33.12804525241173)
10100US060730185132038,33.2277349,-117.3082298,POINT (-117.3082298197837 33.22773487611804)
10100US060730083633000,32.8630916,-117.2237613,POINT (-117.2237613214511 32.86309157521868)
10100US060730083631000,32.8653501,-117.2230081,POINT (-117.2230081066604 32.86535014046928)
10100US060730133102022,32.6400788,-116.9787391,POINT (-116.9787391260254 32.64007880545662)
10100US060730133102009,32.6427692,-116.9761945,POINT (-116.9761944753716 32.6427692426964)
10100US060730083642000,32.8637918,-117.2262941,POINT (-117.2262941519427 32.86379184778222)
10100US060730083641001,32.8599044,-117.2263941,POINT (-117.2263940687272 32.8599043676214)
10100US060730083291009,32.9473702,-117.2318873,POINT (-117.2318872917453 32.94737016565772)
10100US060730008004001,32.7474343,-117.1433991,POINT (-117.1433990643599 32.74743431532288)
10100US060730008004000,32.7464174,-117.1426333,POINT (-117.1426333352873 32.74641741439277)
10100US060730081021026,32.8148021,-117.2704336,POINT (-117.2704335649864 32.81480207410159)
10100US060730176013024,33.074188,-117.2652053,POINT (-117.2658075533392 33.07502361521475)
10100US060730200133032,33.1121082,-117.2423622,POINT (-117.242362223665 33.11210817377837)
10100US060730200133008,33.122048,-117.2441006,POINT (-117.2441006421162 33.1220479574549)
10100US060730200133007,33.1231434,-117.2441394,POINT (-117.2441393826559 33.1231434059464)
10100US060730200133001,33.1238746,-117.2445329,POINT (-117.2445329368794 33.12387462413704)
10100US060730200133003,33.128913,-117.2516645,POINT (-117.2516645471537 33.12891301984691)
